LANG_REF	LINGUISTIC_TYPE_REF	PARENT_REF	ANNOTATION_ID	ANNOTATION_REF	PREVIOUS_ANNOTATION	TIME_SLOT_REF1	TIME_SLOT_REF2	anno_ref_numeric	mb@H	utterance@H	GRAID@H	GRAID Qs
tcc	morph-item	A_morph-type	a1	a2	NA	NA	NA	2	qayi	NA	NA	NA
tcc	morph-item	A_morph-type	a3	a4	NA	NA	NA	4	garay	NA	NA	NA
tcc	morph-item	A_morph-type	a5	a6	NA	NA	NA	6	diiy	NA	NA	NA
tcc	morph-item	A_morph-type	a7	a8	NA	NA	NA	8	-an	NA	NA	NA
tcc	morph-item	A_morph-type	a9	a10	NA	NA	NA	10	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	a11	a12	NA	NA	NA	12	g-	NA	NA	NA
tcc	morph-item	A_morph-type	a13	a14	NA	NA	NA	14	a-	NA	NA	NA
tcc	morph-item	A_morph-type	a15	a16	NA	NA	NA	16	balool	NA	NA	NA
tcc	morph-item	A_morph-type	a17	a18	NA	NA	NA	18	-i	NA	NA	NA
tcc	morph-item	A_morph-type	a19	a20	NA	NA	NA	20	g-	NA	NA	NA
tcc	morph-item	A_morph-type	a21	a22	NA	NA	NA	22	a-	NA	NA	NA
tcc	morph-item	A_morph-type	a23	a24	NA	NA	NA	24	urj	NA	NA	NA
tcc	morph-item	A_morph-type	a25	a26	NA	NA	NA	26	-i	NA	NA	NA
tcc	morph-item	A_morph-type	a27	a28	NA	NA	NA	28	buun	NA	NA	NA
tcc	morph-item	A_morph-type	a29	a30	NA	NA	NA	30	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	a31	a32	NA	NA	NA	32	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann92	ann91_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	91	eaw	NA	NA	NA
tcc	morph-item	A_morph-type	ann96	ann95_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	95	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann104	ann103_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	103	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann108	ann107_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	107	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann113	ann112_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	112	roony	NA	NA	NA
tcc	morph-item	A_morph-type	ann117	ann116_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	116	-i	NA	NA	NA
tcc	morph-item	A_morph-type	ann122	ann121_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	121	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann126	ann125_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	125	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann130	ann129_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	129	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann137	ann136_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	136	ea	NA	NA	NA
tcc	morph-item	A_morph-type	ann144	ann143_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	143	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann148	ann147_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	147	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann152	ann151_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	151	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann162	ann161_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	161	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann166	ann165_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	165	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann171	ann170_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	170	daah	NA	NA	NA
tcc	morph-item	A_morph-type	ann177	ann176_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	176	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann181	ann180_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	180	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann185	ann184_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	184	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann190	ann189_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	189	geeshad	NA	NA	NA
tcc	morph-item	A_morph-type	ann194	ann193_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	193	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann200	ann199_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	199	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann204	ann203_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	203	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann208	ann207_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	207	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann217	ann216_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	216	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann221	ann220_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	220	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann226	ann225_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	225	yee	NA	NA	NA
tcc	morph-item	A_morph-type	ann230	ann229_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	229	-sh	NA	NA	NA
tcc	morph-item	A_morph-type	ann234	ann233_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	233	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann240	ann239_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	239	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann244	ann243_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	243	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann248	ann247_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	247	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann253	ann252_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	252	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann257	ann256_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	256	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann261	ann260_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	260	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann271	ann270_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	270	gwacha	NA	NA	NA
tcc	morph-item	A_morph-type	ann276	ann275_flexid_d7f713e2-e8cf-11d3-9764-00c04f186933	NA	NA	NA	275	ii=	NA	NA	NA
tcc	morph-item	A_morph-type	ann280	ann279_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	279	mii	NA	NA	NA
tcc	morph-item	A_morph-type	ann285	ann284_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	284	gujaw	NA	NA	NA
tcc	morph-item	A_morph-type	ann289	ann288_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	288	-su	NA	NA	NA
tcc	morph-item	A_morph-type	ann295	ann294_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	294	-n	NA	NA	NA
tcc	morph-item	A_morph-type	ann302	ann301_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	301	geeshad	NA	NA	NA
tcc	morph-item	A_morph-type	ann306	ann305_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	305	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann310	ann309_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	309	-gu	NA	NA	NA
tcc	morph-item	A_morph-type	ann317	ann316_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	316	ea	NA	NA	NA
tcc	morph-item	A_morph-type	ann323	ann322_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	322	m-	NA	NA	NA
tcc	morph-item	A_morph-type	ann327	ann326_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	326	ay-	NA	NA	NA
tcc	morph-item	A_morph-type	ann331	ann330_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	330	daa-	NA	NA	NA
tcc	morph-item	A_morph-type	ann335	ann334_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	334	wal	NA	NA	NA
tcc	morph-item	A_morph-type	ann345	ann344_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	344	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann349	ann348_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	348	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann354	ann353_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	353	yee	NA	NA	NA
tcc	morph-item	A_morph-type	ann358	ann357_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	357	-sh	NA	NA	NA
tcc	morph-item	A_morph-type	ann362	ann361_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	361	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann367	ann366_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	366	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann371	ann370_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	370	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann375	ann374_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	374	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann385	ann384_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	384	súu	NA	NA	NA
tcc	morph-item	A_morph-type	ann393	ann392_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	392	mii	NA	NA	NA
tcc	morph-item	A_morph-type	ann398	ann397_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	397	gujaw	NA	NA	NA
tcc	morph-item	A_morph-type	ann402	ann401_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	401	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann411	ann410_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	410	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann415	ann414_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	414	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann420	ann419_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	419	yee	NA	NA	NA
tcc	morph-item	A_morph-type	ann424	ann423_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	423	-sh	NA	NA	NA
tcc	morph-item	A_morph-type	ann428	ann427_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	427	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann434	ann433_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	433	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann438	ann437_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	437	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann442	ann441_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	441	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann452	ann451_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	451	náa	NA	NA	NA
tcc	morph-item	A_morph-type	ann456	ann455_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	455	há	NA	NA	NA
tcc	morph-item	A_morph-type	ann465	ann464_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	464	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann469	ann468_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	468	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann474	ann473_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	473	yee	NA	NA	NA
tcc	morph-item	A_morph-type	ann478	ann477_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	477	-sh	NA	NA	NA
tcc	morph-item	A_morph-type	ann482	ann481_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	481	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann487	ann486_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	486	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann491	ann490_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	490	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann495	ann494_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	494	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann502	ann501_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	501	súu	NA	NA	NA
tcc	morph-item	A_morph-type	ann510	ann509_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	509	iid	NA	NA	NA
tcc	morph-item	A_morph-type	ann514	ann513_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	513	-i	NA	NA	NA
tcc	morph-item	A_morph-type	ann518	ann517_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	517	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann527	ann526_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	526	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann531	ann530_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	530	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann536	ann535_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	535	yee	NA	NA	NA
tcc	morph-item	A_morph-type	ann540	ann539_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	539	-sh	NA	NA	NA
tcc	morph-item	A_morph-type	ann544	ann543_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	543	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann550	ann549_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	549	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann554	ann553_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	553	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann558	ann557_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	557	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann565	ann564_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	564	héabì	NA	NA	NA
tcc	morph-item	A_morph-type	ann570	ann569_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	569	lalag	NA	NA	NA
tcc	morph-item	A_morph-type	ann574	ann573_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	573	-d	NA	NA	NA
tcc	morph-item	A_morph-type	ann578	ann577_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	577	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann585	ann584_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	584	daa-	NA	NA	NA
tcc	morph-item	A_morph-type	ann590	ann589_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	589	daah	NA	NA	NA
tcc	morph-item	A_morph-type	ann599	ann598_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	598	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann603	ann602_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	602	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann608	ann607_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	607	lalag	NA	NA	NA
tcc	morph-item	A_morph-type	ann612	ann611_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	611	-d	NA	NA	NA
tcc	morph-item	A_morph-type	ann616	ann615_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	615	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann621	ann620_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	620	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann625	ann624_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	624	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann629	ann628_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	628	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann634	ann633_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	633	iid	NA	NA	NA
tcc	morph-item	A_morph-type	ann638	ann637_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	637	-i	NA	NA	NA
tcc	morph-item	A_morph-type	ann642	ann641_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	641	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann646	ann645_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	645	-schi	NA	NA	NA
tcc	morph-item	A_morph-type	ann654	ann653_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	653	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann658	ann657_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	657	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann663	ann662_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	662	jeang'	NA	NA	NA
tcc	morph-item	A_morph-type	ann667	ann666_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	666	-u	NA	NA	NA
tcc	morph-item	A_morph-type	ann673	ann672_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	672	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann677	ann676_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	676	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann681	ann680_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	680	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann688	ann687_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	687	gídêabá	NA	NA	NA
tcc	morph-item	A_morph-type	ann695	ann694_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	694	mii	NA	NA	NA
tcc	morph-item	A_morph-type	ann700	ann699_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	699	gujaw	NA	NA	NA
tcc	morph-item	A_morph-type	ann704	ann703_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	703	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann711	ann710_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	710	gil	NA	NA	NA
tcc	morph-item	A_morph-type	ann718	ann717_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	717	iid	NA	NA	NA
tcc	morph-item	A_morph-type	ann722	ann721_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	721	-i	NA	NA	NA
tcc	morph-item	A_morph-type	ann726	ann725_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	725	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann736	ann735_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	735	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann740	ann739_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	739	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann745	ann744_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	744	ng'ead	NA	NA	NA
tcc	morph-item	A_morph-type	ann749	ann748_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	748	-s	NA	NA	NA
tcc	morph-item	A_morph-type	ann753	ann752_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	752	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann759	ann758_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	758	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann763	ann762_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	762	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann767	ann766_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	766	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann772	ann771_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	771	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann776	ann775_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	775	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann780	ann779_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	779	-da	NA	NA	NA
tcc	morph-item	A_morph-type	ann790	ann789_flexid_d7f713e2-e8cf-11d3-9764-00c04f186933	NA	NA	NA	789	ag=	NA	NA	NA
tcc	morph-item	A_morph-type	ann794	ann793_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	793	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann798	ann797_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	797	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann803	ann802_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	802	hoan	NA	NA	NA
tcc	morph-item	A_morph-type	ann808	ann807_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	807	-i	NA	NA	NA
tcc	morph-item	A_morph-type	ann818	ann817_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	817	ea	NA	NA	NA
tcc	morph-item	A_morph-type	ann826	ann825_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	825	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann830	ann829_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	829	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann835	ann834_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	834	rad	NA	NA	NA
tcc	morph-item	A_morph-type	ann840	ann839_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	839	-u	NA	NA	NA
tcc	morph-item	A_morph-type	ann845	ann844_flexid_d7f713e2-e8cf-11d3-9764-00c04f186933	NA	NA	NA	844	ag=	NA	NA	NA
tcc	morph-item	A_morph-type	ann849	ann848_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	848	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann853	ann852_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	852	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann858	ann857_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	857	ag	NA	NA	NA
tcc	morph-item	A_morph-type	ann868	ann867_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	867	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann872	ann871_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	871	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann877	ann876_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	876	ng'ead	NA	NA	NA
tcc	morph-item	A_morph-type	ann881	ann880_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	880	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann886	ann885_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	885	eaw	NA	NA	NA
tcc	morph-item	A_morph-type	ann890	ann889_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	889	-ee	NA	NA	NA
tcc	morph-item	A_morph-type	ann894	ann893_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	893	-dida	NA	NA	NA
tcc	morph-item	A_morph-type	ann899	ann898_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	898	g-	NA	NA	NA
tcc	morph-item	A_morph-type	ann903	ann902_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	902	a-	NA	NA	NA
tcc	morph-item	A_morph-type	ann908	ann907_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	907	ag	NA	NA	NA
tcc	morph-item	A_morph-type	ann912	ann911_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	911	-ay	NA	NA	NA
tcc	morph-item	A_morph-type	ann916	ann915_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	915	-a	NA	NA	NA
tcc	morph-item	A_morph-type	ann923	ann922_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	922	habiiy	NA	NA	NA
tcc	morph-item	A_morph-type	ann927	ann926_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	926	-óojì	NA	NA	NA
tcc	morph-item	A_morph-type	ann931	ann930_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	930	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann936	ann935_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	935	dig	NA	NA	NA
tcc	morph-item	A_morph-type	ann940	ann939_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	939	-een	NA	NA	NA
tcc	morph-item	A_morph-type	ann944	ann943_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	943	-i	NA	NA	NA
tcc	morph-item	A_morph-type	ann948	ann947_flexid_d7f713dd-e8cf-11d3-9764-00c04f186933	NA	NA	NA	947	-ga	NA	NA	NA
tcc	morph-item	A_morph-type	ann955	ann954_flexid_d7f713e8-e8cf-11d3-9764-00c04f186933	NA	NA	NA	954	ea	NA	NA	NA
tcc	morph-item	A_morph-type	ann963	ann962_flexid_d7f713db-e8cf-11d3-9764-00c04f186933	NA	NA	NA	962	g-	NA	NA	NA
